Id,Predicted
0,0.3807838869990914
1,0.46787677434873687
2,0.4763196643004888
3,0.48419076746984274
4,0.4803907719222691
5,0.3349033534660443
6,0.5094528106665372
7,0.4070704306256045
8,0.3484055985789429
9,0.49190130875773236
10,0.4795965235875284
11,0.4557252609343194
12,0.44028892511852236
13,0.3432392912044305
14,0.3329795163505394
15,0.4913504556258866
16,0.46718516172614666
17,0.4761487436265105
18,0.366646643089641
19,0.501273264261872
20,0.48402632685595287
21,0.47708256814497135
22,0.4299125288126452
23,0.31397368691770794
24,0.4171980880386641
25,0.4786782476864514
26,0.4981338541070067
27,0.4894420877398331
28,0.3447311878515021
29,0.31517986303537504
30,0.4909333331129802
31,0.37211659903202743
32,0.2729181768171625
33,0.5052832741174239
34,0.49211364856680273
35,0.4834581501761563
36,0.4936895673853876
37,0.4853245592061794
38,0.31156388035190313
39,0.47733393549377223
40,0.37023957829375487
41,0.43041924072466936
42,0.48525938398791424
43,0.4870383694816907
44,0.46871586514084024
45,0.49105160736259246
46,0.49992882077550743
47,0.5124991081237974
48,0.2798721923606335
49,0.47945925345069124
50,0.49918375426234707
51,0.48467227014341313
52,0.39155175902716743
53,0.3855355000175574
54,0.3757296547241673
55,0.4517386726502168
56,0.5021342825526368
57,0.4091361000128464
58,0.4754133809624942
59,0.4875177126798134
60,0.42361852688191876
61,0.4289283289667611
62,0.4809815855836639
63,0.4099577820279054
64,0.47967960246540603
65,0.3963004061643692
66,0.48890423544578415
67,0.2572543881341714
68,0.2923249166119047
69,0.33051332558161844
70,0.3394912114720453
71,0.4740076311779156
72,0.49375485562736426
73,0.43613344758848716
74,0.3368141693873756
75,0.31686389787440766
76,0.43940182880737694
77,0.5011854677234034
78,0.34082657428472674
79,0.48192797781601665
80,0.47412325834017277
81,0.4850236760273627
82,0.47029888523387064
83,0.4324430536964953
84,0.49766514826374525
85,0.33048887194281124
86,0.4751076434330045
87,0.49061129017350746
88,0.4728701725058119
89,0.3931591216892693
90,0.5023403226473835
91,0.4670118301276231
92,0.48794319946898246
93,0.3872569188378114
94,0.48280183209814576
95,0.2815238410294582
96,0.4277255531605633
97,0.4101606156408344
98,0.48197013103768316
99,0.3443890451819848
100,0.5097552774003511
101,0.382007528783643
102,0.4682256637617545
103,0.41535681959190635
104,0.2839823218933658
105,0.381460317089247
106,0.35093975258403637
107,0.39435200302071494
108,0.3509812391883431
109,0.3814355449410245
110,0.5108325380033649
111,0.49391195056596543
112,0.44622948876246826
113,0.4862175582514389
114,0.36456136174440945
115,0.5008269693673625
116,0.42583818423552394
117,0.36615702575740455
118,0.4472142818357884
119,0.4389558491453532
120,0.37992263171208884
121,0.37512689324893844
122,0.46537373389977066
123,0.384041444197945
124,0.43495179517991417
125,0.4224338929074458
126,0.4758117952978496
127,0.37351416549324695
128,0.4914552527091431
129,0.5110665804650781
130,0.4985157532218342
131,0.37329122814488935
132,0.47237632625961723
133,0.40334365269033357
134,0.49036436853884385
135,0.46140165328495714
136,0.48129137952005835
137,0.369241740731494
138,0.452590274212609
139,0.4896595282428941
140,0.5063737753748576
141,0.47505774488878677
142,0.4957972467669233
143,0.45305221077309626
144,0.48822028101343634
145,0.4931342665288052
146,0.5005214004330494
147,0.3204998352121744
148,0.4885988478463497
149,0.38056641277141606
150,0.4617897256671849
151,0.48652411068277945
152,0.47063271159912756
153,0.43417692703691885
154,0.4665995221709409
155,0.5035793761046161
156,0.4157469036029282
157,0.4375962275093558
158,0.42358949580867256
159,0.4760118122503627
160,0.3986469024676411
161,0.32767041256948726
162,0.5124326209752956
163,0.3270554210519185
164,0.48723335194759543
165,0.40406939436496225
166,0.4586861517680453
167,0.4760791870069212
168,0.4790306427768318
169,0.34459774887629063
170,0.34138364654015046
171,0.3703141437233154
172,0.354347744590121
173,0.3828642321782427
174,0.5027787542948751
175,0.5062912429478486
176,0.48083446057608137
177,0.4821208527469816
178,0.49326514255522536
179,0.49425380629032717
180,0.4515562362743905
181,0.44349145083712405
182,0.46706680470424866
183,0.4839488892715763
184,0.403191095594303
185,0.5001579915979298
186,0.33662231535538284
187,0.36908590712391315
188,0.4939520713080948
189,0.49539631461967676
190,0.5087849526505027
191,0.3561811056892069
192,0.49173779327692957
193,0.4898905776127714
194,0.48261482335471256
195,0.31471321887530473
196,0.50589675325941
197,0.4935250933078788
198,0.4131511613221425
199,0.39269683431584945
200,0.46122648060424487
201,0.45316972650359644
202,0.31086593694969855
203,0.3763084417037272
204,0.4018388796633727
205,0.4781363497526188
206,0.4978045905601238
207,0.4890444500092962
208,0.477290488234797
209,0.49307232295460207
210,0.4974502362345604
211,0.3158290003411625
212,0.49122638039523436
213,0.3209759008012382
214,0.4966082736499054
215,0.34810989774367507
216,0.4516450391199137
217,0.38801356220259137
218,0.44845973332603073
219,0.3907261427224274
220,0.3446213286661682
221,0.47426270395240205
222,0.49448887651831724
223,0.49403571809469743
224,0.49869151224822605
225,0.49232720836540683
226,0.3324672445037729
227,0.5030084563969459
228,0.495710976082837
229,0.47822557246563724
230,0.45565677413453826
231,0.47727465535070857
232,0.42085432181829646
233,0.4316857532569832
234,0.49941391542295216
235,0.3130485835730755
236,0.4999733556185257
237,0.4857136612436442
238,0.3363744584951862
239,0.4161539943517325
240,0.3327871589810489
241,0.506917821919078
242,0.4633550260456035
243,0.4832916073065663
244,0.4977852928704909
245,0.4987006365353837
246,0.4510826686294919
247,0.40821278845880377
248,0.49865350291555277
249,0.3792843522522913
250,0.36791353984396796
251,0.48687692252926884
252,0.4687370683893009
253,0.3113126322344243
254,0.4876937121815199
255,0.3665934816033996
256,0.29884461072972446
257,0.4965540369542679
258,0.5013484355421841
259,0.48288541672852436
260,0.37021948692354245
261,0.35343823858958323
262,0.48765646913663624
263,0.39043879749444654
264,0.46462760411344617
265,0.3783231303239893
266,0.3476667614104316
267,0.46493598637160577
268,0.49174625062707983
269,0.47876105550720094
270,0.5215309948305442
271,0.4116910806883218
272,0.43046329998714833
273,0.4647485060707673
274,0.4940277060552014
275,0.4988598444965197
276,0.39401771329058416
277,0.48518518865934257
